Area_sqft,Bedrooms,Bathrooms,House_Age,Location_Score,Price
1184,4,1,25,9,4275415
1216,4,3,29,7,4126699
1969,2,2,24,5,6292758
948,1,4,12,9,3434147
1380,3,3,15,8,4998781
987,4,1,6,9,3984354
2323,2,4,15,8,7499914
2581,5,1,12,6,8488843
3919,4,1,13,4,12238759
2642,2,3,16,9,8511785
3643,1,1,11,9,11734733
2074,1,4,28,9,6858129
2701,4,2,23,3,8519161
749,4,3,23,3,2671042
1173,3,4,19,6,4278911
937,2,3,12,6,3532562
2665,4,1,23,6,8572649
1270,3,1,19,5,4061031
3877,3,4,14,5,12067818
767,4,4,23,2,2766096
2484,1,2,20,7,7707146
1577,2,4,3,4,5232347
735,2,4,21,3,2518142
888,1,3,1,8,3333822
3537,4,1,27,4,10913798
1262,2,4,17,4,3978594
2348,4,2,1,8,7790610
2948,4,4,24,1,9027727
1123,3,1,14,9,4107756
3314,1,4,29,7,10309524
3874,4,3,25,2,11730197
3466,5,1,18,6,10916643
3778,1,4,14,8,12127941
1752,2,3,25,5,5444937
3400,3,1,19,6,10829762
1077,2,4,9,8,3991715
2622,2,3,27,6,8283610
934,1,2,23,9,3415371
2650,2,3,19,9,8777195
3993,4,2,10,9,12974047
1263,2,4,25,6,4125990
3285,3,3,9,9,10847348
3353,3,2,28,3,10365095
1829,5,1,22,5,5829309
2645,3,3,4,2,8502485
3345,2,4,8,8,10741822
1858,3,1,19,4,5880840
3406,1,2,18,6,10578111
2982,3,3,12,6,9723838
946,4,3,17,5,3200459
2517,1,4,16,1,7614741
1831,5,1,26,7,6068821
748,4,3,5,8,3128888
665,2,3,9,1,2084985
3531,2,1,1,7,11214588
1858,2,3,23,4,5857556
1519,4,1,5,6,5216684
1041,4,1,27,9,3828341
1258,4,1,27,5,4118269
3677,1,4,20,8,11689738
2628,1,1,12,5,8117295
2680,2,1,17,2,8270085
1296,3,2,6,4,4267903
3447,2,2,1,2,10762019
637,5,4,28,7,2757119
2731,1,1,13,7,8621770
3972,4,2,4,3,12277500
1853,1,2,17,7,6167970
3332,4,3,10,1,10253480
2375,5,1,9,1,7324628
3531,5,2,10,9,11517493
568,1,4,26,6,1982845
3093,4,3,1,5,10127109
2600,5,3,14,6,8426205
1973,2,1,6,6,6369853
704,2,1,8,1,2251818
2673,4,3,4,5,8641198
542,1,4,6,9,2284043
2406,5,1,19,4,7815294
2658,1,1,1,3,8132906
1260,2,3,2,1,3866137
3754,5,3,1,2,11863494
3395,1,1,20,3,10366842
2642,3,2,21,4,8176119
2494,4,1,22,7,7837165
3945,4,2,18,6,12316866
2435,3,3,3,8,8164787
1399,2,2,23,9,5021086
859,5,4,19,6,3145893
3447,4,3,6,7,11218880
2219,3,1,27,4,6910689
780,3,1,21,2,2590228
3766,2,3,6,9,11949211
2387,2,3,16,9,7782665
3766,1,4,18,4,11566449
1166,4,3,21,3,3772933
592,1,1,15,6,2306632
1171,3,4,2,3,3986025
2469,5,1,14,1,7822014
560,5,2,13,4,2278945
3181,2,3,14,1,9516277
3622,5,2,13,2,11361906
3974,5,1,6,3,12521390
1528,5,2,24,8,5203350
1989,3,2,2,4,6566946
1103,5,1,29,4,3793938
1181,5,1,16,9,4348886
3081,5,3,9,7,10107717
1928,1,2,14,2,5862572
3385,3,4,28,3,10214015
3192,2,4,5,4,10016305
2780,1,1,27,4,8580956
1023,4,1,16,8,3556826
2893,3,2,16,6,9008201
3617,3,1,13,3,10965048
3093,4,4,23,9,10267615
2468,4,3,24,8,7903941
1601,4,3,17,9,5770785
2253,2,2,24,5,6932418
2336,5,3,4,3,7559761
3644,3,1,28,4,11245685
3341,5,1,7,5,10488422
2796,5,1,6,9,9473213
2594,4,1,22,9,8432022
1644,2,2,3,3,5227965
2761,1,3,17,7,8806875
2786,2,4,4,6,8979714
1579,5,3,15,4,5098607
2897,2,1,13,5,9250261
606,4,4,26,2,2213009
3378,1,2,26,7,10343450
547,4,1,18,4,2068762
836,1,1,13,2,2671951
1549,5,4,8,6,5392335
3351,1,2,5,2,10150583
1780,1,4,16,2,5677044
2555,1,2,18,7,8201360
1124,2,1,11,1,3567938
2390,2,3,3,7,7960235
1776,5,1,15,5,5920305
2215,1,3,24,1,6847374
3266,3,3,10,6,10603756
802,5,2,21,7,2878663
1138,1,4,3,1,3685453
555,1,2,16,9,2509949
1225,2,1,7,7,4432105
1025,5,4,13,1,3464419
973,1,3,26,3,3017073
527,1,3,1,5,2056401
2625,5,1,10,4,8480249
3787,3,4,10,2,11846580
3957,5,1,23,1,12196523
864,5,1,21,4,2902705
3213,3,2,23,7,10218928
1025,5,1,5,4,3636420
3246,1,4,20,9,10315635
1835,5,1,20,8,6064579
1382,3,4,13,8,5002386
1530,4,3,29,5,4893901
1526,5,1,9,1,4875886
2146,2,4,25,9,7048056
1418,1,3,26,2,4269812
3297,1,4,7,6,10643772
2910,2,3,6,5,9095976
2274,2,2,7,8,7503139
2031,5,1,27,3,6149231
3845,2,1,7,6,11989400
3353,4,3,22,6,10654900
3286,3,2,1,3,10128261
2406,2,4,26,7,7830406
3586,2,2,15,4,11284496
1715,4,4,8,5,5762814
2154,1,4,12,9,7030590
984,1,1,22,6,3450870
2575,5,3,11,4,8266298
1213,4,1,26,8,4106542
1562,3,1,21,9,5154570
2476,3,1,24,5,7784601
1796,4,4,28,2,5644201
1754,3,1,16,6,5813677
2633,1,4,26,8,8637034
625,3,3,1,5,2685963
3359,3,4,12,1,10397019
1036,4,4,0,8,4206512
2692,4,2,25,9,8615798
3783,3,1,27,1,11314525
2572,2,1,18,8,8360993
2103,4,1,10,2,6586015
3965,5,1,4,4,12644373
566,5,2,0,2,2352116
732,1,2,19,2,2299609
2656,3,2,29,3,8224174
1669,2,2,12,8,5718197
2658,1,1,7,4,8220026
2775,3,4,5,7,9092206
610,4,3,28,3,2015398
1993,5,2,16,3,6501873
2581,2,4,11,2,7851164
1122,5,2,0,6,4163450
3940,4,1,2,6,12291119
3295,3,1,13,1,9833351
3142,4,4,25,7,10048135
2972,4,4,7,4,9378076
3160,5,4,10,3,10122306
2041,2,1,26,8,6696904
3239,4,1,13,2,10000136
1805,5,3,7,9,6279074
3891,2,4,28,8,12434711
2261,3,3,2,8,7668221
2475,3,2,6,3,7881782
2862,1,3,27,4,8757811
1376,5,2,18,2,4257738
2489,2,2,3,2,7815433
3948,4,3,24,4,12333065
1812,3,4,15,6,6230592
1960,2,2,12,5,6371349
3209,5,4,19,1,9783068
2824,1,1,18,1,8542725
2233,3,2,4,6,7234672
2105,2,1,22,3,6281485
2026,2,3,4,3,6506773
3171,2,4,19,7,9944294
3063,5,3,23,1,9519145
3921,5,2,3,1,12070706
3390,5,1,1,3,10518969
2897,4,2,25,8,9121093
2130,2,3,12,1,6393370
3370,3,4,29,4,10249750
1660,5,4,15,9,5952092
1258,5,2,21,4,4237707
3446,2,2,1,8,11156706
742,5,1,18,7,2939616
3090,4,3,16,3,9698617
1563,4,2,4,7,5272934
728,5,1,24,7,2778129
3095,2,2,17,3,9621269
1419,2,4,27,2,4498247
1746,2,1,22,9,5824157
505,1,1,20,1,1630849
3893,5,2,17,7,12482687
967,2,3,7,4,3299010
2255,4,4,26,2,7154636
574,3,3,14,2,2122168
503,3,1,12,8,2149759
2370,2,3,12,7,7823351
1145,3,1,15,7,3849354
617,3,3,21,5,2322529
3428,1,2,19,8,10792382
2129,4,3,12,2,6585960
3051,4,1,19,2,9476406
2521,1,4,1,5,8035155
1446,1,4,2,1,4660091
3121,3,4,14,6,9927475
1964,5,1,22,4,6206137
693,3,3,18,6,2640002
1346,1,4,12,7,4610873
3262,4,4,4,3,10239182
1915,3,4,25,8,6304132
3597,5,2,21,7,11570850
1958,3,1,5,1,6181112
2720,2,1,13,6,8462517
3871,3,1,3,7,12348714
2168,1,1,21,4,6668311
2873,4,1,18,2,8883055
1933,4,2,22,9,6463282
1641,1,3,6,7,5551843
3383,2,2,3,1,10219984
2310,1,4,1,8,7672121
1223,3,2,26,3,3998465
724,1,1,6,4,2540374
1031,1,2,2,5,3499854
612,2,1,14,1,2108871
2687,3,2,0,6,8801603
1058,5,1,1,6,3794638
2548,5,4,9,2,8117526
2637,4,1,15,6,8582116
1153,1,2,24,8,4032576
819,4,4,27,6,3018481
2073,2,2,14,4,6424896
2328,5,4,23,4,7505285
2417,1,3,14,9,7957207
638,2,3,13,6,2359035
3392,2,3,21,8,10861894
2526,1,2,13,8,8268131
2806,2,2,5,7,9120933
1401,1,4,13,3,4673139
1189,1,4,16,1,3780309
2539,3,4,17,5,8113613
509,4,4,19,2,1671346
760,2,1,18,2,2441731
2442,2,3,29,7,7584514
2173,3,1,16,3,6598838
2719,3,1,15,8,8886703
3445,3,1,7,9,11293367
2560,5,1,6,8,8369207
1691,5,3,19,6,5519385
2119,5,1,27,5,6701389
820,1,4,11,3,2978609
1842,2,2,8,3,5675881
2136,4,4,26,7,7206905
2876,1,2,13,5,9032905
3332,2,4,19,6,10374308
3324,2,4,0,6,10854659
2494,3,2,9,9,8286086
3458,3,3,16,1,10612267
2443,1,1,16,8,7855502
2538,3,4,16,5,8273175
3990,2,3,3,6,12777401
1618,3,1,16,6,5483117
2104,5,3,17,1,6446596
2865,3,3,19,3,9094929
735,2,1,22,6,2395428
2469,1,4,1,9,8144160
833,4,3,7,6,3249894
2408,3,4,12,6,8006873
875,2,4,22,1,2600843
1660,4,4,24,9,5917313
3135,4,1,29,4,9811908
2070,5,2,21,2,6568874
3060,4,4,19,1,9601226
1819,2,2,21,3,5524981
3891,2,2,14,3,11979791
3465,3,3,19,5,10853210
2355,3,4,22,1,7357717
1872,3,4,8,7,6410200
1372,4,4,2,1,4490941
1752,4,2,2,4,5849151
2817,5,1,1,6,9012076
2351,3,2,0,1,7386907
3345,1,4,13,7,10566283
1814,5,4,16,7,6304238
1224,1,4,12,3,3944889
3736,4,2,18,4,11418555
2552,5,4,29,6,8096656
3398,5,3,22,7,11059205
3950,2,4,14,4,12453576
577,4,1,26,9,2583931
3981,4,3,24,9,12890838
3121,5,4,13,9,10414306
631,4,3,1,6,2554173
1100,5,4,6,2,3960002
2272,2,1,16,2,6847980
1565,5,4,17,4,5423796
2636,4,3,5,9,8691458
2949,4,1,26,3,8956122
2843,5,2,20,6,9007538
2363,5,1,7,2,7655356
1818,5,1,27,1,5460201
1115,3,1,26,5,3598455
3347,4,3,1,8,10899790
2969,4,1,0,2,9304232
2388,3,4,15,9,8148152
1546,5,1,6,8,5420935
1074,2,1,21,3,3450521
2690,5,4,23,1,8470175
1492,5,4,10,4,5077595
3212,3,2,14,8,10250403
2692,4,1,12,3,8366942
1748,5,3,29,2,5593631
3554,4,1,23,7,11147372
1002,1,1,1,4,3253639
2497,4,4,13,6,8323875
1320,2,2,23,5,4209766
2651,2,1,5,2,8358573
3610,5,3,8,2,11330637
2470,4,1,27,9,8093976
697,5,3,6,2,2514122
2169,3,4,17,8,7180993
3126,2,2,23,8,10121048
2938,5,1,8,1,9231414
1702,3,2,22,1,5338437
3101,5,1,3,4,9955472
1971,4,3,8,2,6388282
3586,4,2,3,1,11095645
2146,4,1,11,9,7314172
2192,4,4,3,3,7171125
1812,1,3,24,1,5387504
2535,3,2,29,2,7800963
977,3,1,23,8,3641771
1754,4,2,19,5,5785312
1422,1,1,13,7,4763194
919,4,3,23,6,3364456
2704,1,4,23,1,7992973
3097,4,3,6,6,9903126
1620,2,2,25,7,5275045
3568,2,2,12,4,11170534
3544,5,1,21,8,11372025
3982,4,3,7,8,12908100
1450,3,1,22,7,5006523
2836,5,3,4,2,9064207
1777,2,2,11,6,6007450
2743,4,1,12,6,8822824
3145,5,1,28,7,9863196
2357,4,3,19,6,7460605
1016,2,4,13,2,3224185
2158,5,3,27,8,7076756
2365,2,4,17,4,7401351
3412,1,3,26,9,10850167
1641,2,2,23,8,5529927
3353,4,1,24,3,10325674
2432,3,3,19,3,7609976
3730,2,2,3,8,12075108
1314,3,3,20,2,4144277
2775,1,1,17,9,8722420
2400,5,3,6,4,7956592
2763,5,4,14,6,8898897
3495,3,1,20,3,10527728
2562,5,4,5,3,8195826
3728,2,2,15,3,11296858
3832,3,2,19,2,11854860
3728,4,3,23,8,11854161
2594,2,4,7,9,8674676
2871,2,4,27,8,9264680
3391,2,1,20,3,10353329
629,4,4,15,7,2650137
3982,1,4,27,2,12175136
594,5,1,21,4,2323403
3174,3,1,15,6,10190329
3302,1,4,2,5,10633426
2455,3,3,16,9,8164521
3863,5,1,8,4,12042747
1293,4,1,24,5,4302422
2334,2,4,2,4,7439677
3854,2,4,19,8,12092049
2616,4,1,28,8,8387508
2183,1,4,6,3,6764213
510,1,1,17,1,1591428
3825,3,3,11,6,12164729
2365,4,3,18,2,7542275
3419,1,1,15,2,10416275
3097,4,1,21,3,9389382
3705,5,2,26,8,11803565
1211,2,2,23,3,3770008
2570,2,4,16,7,8222081
1314,2,4,19,9,4540441
845,4,1,14,8,3114220
2849,4,1,0,1,8901056
862,3,2,1,7,3282714
2943,2,2,7,7,9464979
2765,3,1,21,8,8687651
2688,2,3,24,5,8351737
3505,3,3,1,9,11519062
3781,3,4,18,9,12233151
1484,5,1,8,8,5290016
3540,3,1,8,6,11186802
2139,4,4,12,6,7194179
1327,3,2,5,1,4387496
3230,2,2,29,6,9906749
3551,3,3,14,4,11259193
855,1,1,18,4,2925292
3555,2,2,20,2,10617211
1847,1,3,14,4,5697866
3704,2,3,17,5,11574012
3435,4,3,6,5,10747344
2363,4,2,25,5,7624881
626,4,2,10,4,2490432
3677,1,1,7,1,11250690
3556,5,1,5,8,11415879
1103,2,3,7,3,3756471
3949,4,3,1,2,12134608
2428,2,2,18,9,8109678
1513,1,2,15,7,5222353
550,5,1,6,9,2526361
3600,1,1,9,2,11030151
3867,2,4,11,9,12513401
3868,5,1,16,9,12294054
3326,5,2,6,9,10752784
1930,1,3,21,4,6019660
2292,4,4,7,3,7235221
3361,2,1,6,6,10696522
2136,3,1,3,3,6597696
3976,3,2,2,9,12968675
3917,1,4,18,3,11840635
2145,2,1,14,2,6511489
2967,2,3,3,8,9811687
1705,1,2,24,6,5467331
3530,2,4,8,8,11320279
3372,4,1,12,7,10572817
3572,1,1,17,3,10978402
2354,4,4,20,8,7815654
1066,2,2,15,1,3234240
2918,1,4,0,1,8961475
1435,2,4,3,8,5158378
2434,1,2,17,9,7802199
3208,2,1,7,6,10271092
3516,4,3,19,5,10910782
1832,4,2,15,2,5656759
3708,2,3,20,9,11680599
701,1,1,10,6,2547635
2860,3,4,19,8,9116291
616,4,3,20,9,2814089
1436,4,1,20,9,5045047
1074,3,1,20,8,3699057
2791,2,4,26,8,9125395
1036,1,4,18,3,3512298
2125,2,1,22,3,6414535
2622,5,1,18,2,8189717
885,4,3,17,1,2939789
3781,5,1,18,4,11561577
974,4,1,10,2,3041948
917,4,3,2,2,3237139
2894,5,2,7,5,9194700
3187,5,3,19,4,10108361
1438,2,3,18,1,4551322
1454,5,4,9,9,5504206
1375,2,3,15,4,4653950
1262,2,1,4,5,4218481
1702,2,1,19,7,5561112
1705,4,1,8,2,5334657
1163,4,2,7,8,4308002
524,5,1,10,2,2041179
2490,4,2,15,5,7868075
1703,5,1,6,2,5478319
1209,4,3,14,2,3947047
2379,1,4,23,4,7238629
1684,1,1,28,4,5315426
2724,5,2,20,8,8894535
784,4,2,19,6,3000151
562,4,4,22,8,2228039
1502,2,1,16,7,4917615
1161,3,3,5,4,3806857
3213,5,1,14,2,9929091
2703,3,1,7,9,8795432
1992,3,4,6,2,6396079
3620,5,1,1,1,11095977
1466,4,3,29,8,5102879
1348,5,2,12,9,4894583
1607,3,4,29,1,4762051
3932,4,3,22,7,12607966
1188,1,2,28,2,3416693
647,5,4,5,6,2658942
841,5,4,28,5,3159296
3023,4,2,4,1,9527063
1586,1,2,19,2,4939900
2224,1,3,0,2,6926966
1883,4,1,28,6,6237556
3108,2,1,17,1,9535675
826,5,1,14,4,2902304
2292,5,1,22,5,7174214
2259,3,1,9,2,6896817
3712,4,3,2,2,11449862
1489,3,4,4,7,5283255
2762,3,3,23,7,8909121
2982,1,3,28,6,9345968
1451,5,3,12,1,4641380
1222,3,4,7,3,4306228
3889,1,3,21,9,12392477
2579,4,3,20,1,8118505
3217,3,4,28,2,9728330
2832,5,3,1,8,9295288
3876,3,1,8,7,12403732
928,4,2,16,9,3587879
2000,3,3,26,4,6225784
785,5,2,17,4,2791339
3715,1,3,12,7,11814319
3995,5,3,0,1,12238915
3590,1,1,11,9,11568802
2565,2,4,19,2,8086879
1268,5,2,19,1,4153598
3137,5,4,20,7,10304117
1894,4,1,4,6,6505486
3746,3,1,7,3,11579370
3557,1,2,26,1,10429805
693,1,4,14,5,2540206
3049,4,1,26,4,9281716
1487,4,3,2,5,5069943
1636,3,3,5,1,5367937
2661,3,3,27,1,8157519
3793,5,4,12,5,12020813
2201,2,3,11,6,7335559
1446,3,3,18,5,4757220
1330,4,1,28,2,3905834
2420,3,1,17,9,7797680
3835,1,3,23,5,11748802
3472,2,3,0,5,10814399
554,5,1,24,9,2339834
1299,1,2,26,3,4160052
1277,1,4,6,5,4494637
1981,2,4,11,5,6636179
2401,5,1,9,2,7512412
2709,4,4,28,4,8695910
3951,5,1,11,2,12337818
2634,3,1,10,5,8248344
554,1,1,3,2,1862862
2323,3,1,18,9,7809923
1701,4,2,5,6,5594809
3962,3,3,24,8,12464768
3920,5,3,8,9,12764432
3579,3,2,19,8,11307306
1332,4,4,9,5,4623529
812,4,4,4,5,2990151
3306,4,3,26,6,10312661
2358,5,4,12,1,7433080
2507,4,3,8,8,8344560
2506,1,3,1,2,7684632
2990,4,2,17,6,9711991
2290,3,4,20,9,7521533
827,3,2,0,3,3111603
3625,3,3,23,2,10936889
3308,5,3,20,5,10353239
3810,3,3,11,9,12166511
3800,5,1,9,6,11907942
3126,5,1,1,8,10067275
3622,4,1,27,8,11518109
3554,1,2,8,7,11134955
1787,4,3,1,5,5960178
3989,4,4,22,2,12223926
2643,5,2,23,5,8555230
1611,5,2,29,7,5487022
3649,3,2,21,7,11679808
1811,3,4,13,2,5676174
3691,4,3,10,7,11944890
3361,2,1,22,6,10614602
3038,2,3,10,7,9771637
951,3,3,16,8,3753828
2023,2,2,3,4,6621079
664,3,2,12,1,2009784
681,5,2,6,8,2752865
3016,4,1,15,8,9897225
1409,1,1,0,3,4682845
3282,4,1,12,3,10264798
1322,3,3,0,5,4428830
1443,3,2,10,3,4526425
2501,4,4,5,5,8196567
2554,3,3,19,8,8219355
829,2,1,2,1,2590039
1274,2,4,11,2,4176031
2698,3,4,4,2,8361405
3656,3,2,8,4,11475239
646,2,4,25,9,2661839
3952,3,1,25,2,12001516
1414,3,2,11,9,5104535
2071,4,4,29,7,6801540
1808,1,2,29,8,5679091
3247,2,4,27,1,9898381
581,4,3,26,5,2353412
1013,1,3,9,9,3849665
2420,3,1,18,4,7690497
3362,3,3,4,2,10602644
3256,4,3,25,6,10259754
2439,3,3,4,2,7871924
1245,5,4,8,3,4379112
3570,4,4,26,8,11395905
1909,1,2,27,3,5783277
1206,4,4,25,2,3885979
970,2,3,26,6,3245401
3690,4,4,19,3,11487289
895,3,1,16,1,2880429
2055,3,2,9,3,6695651
2808,5,2,20,6,8819430
1304,5,4,0,3,4598707
1433,5,3,21,9,5074105
1779,1,2,27,7,5672990
2257,5,1,15,5,7366400
1404,1,1,25,2,4181594
3797,5,2,25,9,12141425
1576,1,3,14,5,5317090
3487,4,3,22,7,10917188
2390,4,4,16,9,8162278
2023,3,4,25,4,6543801
3401,1,2,19,9,10916232
1887,2,4,24,1,5755336
1803,3,4,12,6,6161250
1092,4,4,0,2,3718667
3261,1,1,24,8,10196696
3729,5,4,7,5,11769824
3179,2,2,4,3,10069293
2606,4,3,5,2,8209503
627,3,4,22,8,2727691
1235,1,3,19,7,4131624
3268,2,4,29,9,10529022
3686,1,2,13,8,11710366
3780,5,1,21,4,11842834
3073,3,2,22,2,9256838
1020,1,1,10,2,3187432
3099,4,4,5,2,9665484
736,3,4,10,6,3061423
1804,4,1,12,7,5858083
3930,1,2,11,6,12242636
3772,3,2,21,2,11551455
2281,4,1,1,4,7458279
1801,5,4,20,3,5695109
3806,5,1,2,4,12111498
3041,1,4,22,5,9394892
2551,3,1,3,7,8462377
3213,2,4,16,9,10441827
941,3,1,27,2,2870284
2576,5,3,27,8,8579612
3680,4,4,21,3,11403848
3157,2,2,5,9,10291648
1304,1,1,6,4,4244458
574,2,2,14,3,1838588
3385,1,1,10,6,10688860
3717,2,2,23,9,11703558
2675,1,2,2,7,8800399
2589,1,1,29,4,7819849
1879,2,1,5,3,6141470
540,2,2,25,4,1771921
3481,1,2,1,3,10801630
2581,5,2,28,3,7911481
3588,2,4,13,9,11528860
2200,3,4,8,4,7327235
3724,4,3,17,9,11872018
3545,1,4,18,5,10886873
1901,1,4,11,7,6258241
1087,4,1,12,5,3766743
2122,5,3,25,1,6717816
841,4,3,11,2,2730672
2574,2,4,11,5,8315265
3858,4,1,17,6,11993332
1145,1,1,8,7,3852445
1230,4,3,16,2,4130007
667,3,1,20,9,2616002
1109,2,2,15,6,3656987
2815,4,4,16,2,8695787
2272,1,2,20,2,7086359
2540,2,3,23,3,7732083
3368,1,3,7,1,10110688
954,5,1,10,9,3897178
3453,3,1,23,4,10527406
2208,5,3,1,5,7166304
3972,3,3,7,7,12576121
3469,4,2,11,1,10729091
3528,2,2,20,3,10845594
1201,4,1,0,3,3877495
3181,3,2,22,2,9789851
2099,3,1,12,8,6996768
629,3,1,21,5,2348688
3567,1,4,20,1,10747778
2345,2,1,16,2,7065770
1886,4,2,13,1,5697987
3366,4,3,13,6,10688161
1192,5,3,15,9,4336997
3863,3,2,16,7,12256137
1894,3,3,5,5,6088465
1293,3,1,25,3,3926071
528,4,3,27,8,2328784
648,5,2,6,4,2652141
1819,1,3,25,9,5864366
2558,2,1,25,5,8031039
3223,1,1,0,6,10272929
1636,4,2,24,5,5129242
686,3,2,14,7,2759673
3354,2,2,19,7,10489616
3291,4,4,20,1,10234543
1750,4,4,17,2,5658500
1833,4,1,29,7,5859380
597,2,4,27,8,2461364
554,2,4,25,4,2131366
3170,5,3,12,6,10228735
3211,5,4,23,3,10188342
1257,1,3,29,7,4231960
905,2,2,1,3,2944261
2616,2,3,18,7,8402551
3883,2,3,14,8,12350968
1812,5,2,11,3,5811792
2285,4,2,14,2,7048467
1250,3,1,24,6,4254524
3719,5,1,17,4,11718977
2262,2,1,13,8,7300008
3815,5,1,5,2,11985468
3505,1,3,11,4,11064862
864,2,3,19,2,2676992
2526,1,1,22,2,7425011
981,2,4,29,2,3042675
2748,5,1,29,1,8212593
653,4,4,5,4,2487339
2024,3,2,25,2,6151519
2620,1,3,29,9,8298940
3260,5,3,8,9,10631677
2843,4,4,29,7,9160729
1540,5,1,24,6,5033570
2164,1,3,25,3,6763727
1740,3,4,3,7,5888056
560,5,2,16,1,1806468
1438,2,2,1,9,5344041
2139,4,3,15,4,6961161
2589,5,1,23,6,8306945
524,4,4,13,6,2089880
1562,2,3,25,3,4682355
630,3,2,7,4,2256360
1752,3,1,13,3,5399936
607,2,4,1,6,2516680
671,4,3,15,1,2270694
1958,5,4,3,8,6900590
601,2,1,0,8,2561123
3413,1,1,22,9,10841034
3071,4,2,19,6,9763828
2822,3,1,26,1,8318266
2136,2,3,13,3,6708626
3615,3,4,7,1,11149287
3364,4,1,24,5,10366138
3504,3,1,27,3,10517656
1540,2,3,24,2,4604104
829,4,4,2,3,2928844
2020,1,4,4,9,6705969
511,2,2,5,8,2424040
1841,5,2,21,3,5930398
715,2,4,25,2,2170516
838,4,3,7,5,3032077
2299,2,3,5,1,7153917
3208,1,2,5,4,10134111
3652,1,1,3,8,11617961
2250,5,3,6,1,6985117
2008,3,1,29,5,6100737
2921,4,3,29,4,8975404
3523,4,4,23,6,11092398
1209,3,2,18,7,4277055
1723,1,1,6,9,5834152
3013,1,1,2,1,9268779
1612,2,4,7,4,5439323
1791,5,3,0,6,6391429
988,5,1,0,7,3767214
2061,5,3,13,7,6983603
546,2,4,5,8,2573689
3859,5,2,9,8,12457655
1277,3,1,24,8,4569062
1539,2,3,27,8,5277748
1210,3,1,13,8,4309973
900,2,3,3,6,3476476
2317,5,3,5,9,8057263
3528,3,3,15,3,10811888
3657,3,4,27,6,11584748
749,3,2,20,5,2468820
890,2,1,27,8,3016502
834,4,2,0,4,3256415
1128,5,3,5,4,3871345
636,3,3,8,5,2443386
3430,4,2,14,6,10983019
3235,5,2,11,4,10358185
2021,5,1,2,2,6353793
1326,3,3,10,2,4365053
1226,3,2,14,3,3885881
2000,2,4,2,2,6204866
3141,4,3,13,1,9661861
3794,4,3,1,8,12444548
1489,3,1,28,5,4811546
2919,5,4,3,1,9256734
1434,3,1,25,9,5045141
3542,5,4,18,8,11546604
901,5,1,11,4,3031500
1966,3,4,1,8,6797841
1114,1,4,16,7,3973043
1796,4,4,2,7,6327272
1682,5,2,9,1,5166202
3723,5,3,15,6,12002387
3542,1,4,21,4,10986731
3167,2,2,8,2,9747399
2735,1,2,10,7,8739037
1621,1,1,20,9,5307258
630,5,3,14,5,2425388
3352,4,3,2,8,10867302
1694,1,1,15,5,5587767
3483,2,3,29,7,10884312
3533,3,1,20,7,10997583
682,1,2,20,9,2636361
3530,1,2,20,3,10605064
863,2,4,27,1,2551119
538,4,1,11,2,1918121
3044,1,2,22,6,9314413
1872,1,2,4,9,6525485
3529,4,1,6,3,10971971
1420,2,2,8,2,4396891
3968,1,3,20,1,11950041
3269,4,2,17,2,9900033
3732,1,1,20,3,11474298
515,3,3,7,7,2071378
992,5,3,11,2,3585719
1949,3,2,19,5,6167461
1631,1,4,1,2,5216846
3441,2,3,9,7,10968680
810,5,1,18,8,3059104
1238,3,4,8,8,4639761
3741,4,4,24,8,11878886
1045,2,3,23,9,3988760
2961,3,2,7,1,9107407
750,4,4,23,1,2504524
1258,1,2,23,2,3909907
2304,4,3,23,6,7393072
3712,3,1,0,1,11597490
1797,3,4,5,5,6006940
3987,1,1,11,5,12432376
2131,4,2,24,4,6678299
2414,4,2,23,5,7615351
3610,1,1,18,1,10820976
1313,4,3,26,6,4621393
528,1,3,16,7,2115012
1457,2,4,1,8,5194808
2532,3,4,10,2,8111060
976,2,3,17,7,3513511
817,5,3,22,6,3197607
744,5,1,27,9,2734771
1247,5,2,21,8,4602140
1196,1,2,10,4,4050317
771,4,4,17,9,3280978
2271,2,3,7,1,7234769
1762,2,1,14,6,5701189
2924,2,4,8,8,9453290
765,2,1,14,4,2603130
3473,5,3,6,2,10872209
1420,2,3,19,2,4631072
3930,4,3,12,1,11899890
839,5,2,12,5,2995740
888,2,3,0,6,3475572
3124,1,4,19,4,9500689
2550,3,2,3,4,7978063
1665,3,1,23,5,5449342
875,3,4,3,5,3290670
2533,5,4,3,9,8455363
2871,2,1,12,8,9180763
645,5,2,1,9,2863823
2481,4,4,27,3,7943907
792,1,4,25,3,2368782
931,1,4,22,1,3003328
1204,3,2,14,6,4095612
3496,3,2,3,4,11096135
2498,3,2,26,8,8197019
3132,2,4,5,2,9779628
898,4,3,2,2,3262799
3364,4,1,6,7,10799456
3915,4,3,5,5,12253177
1463,4,2,2,1,4582396
3711,3,4,3,7,12017021
2734,1,4,9,7,9037078
2541,3,3,29,6,7871405
2328,4,3,20,4,7320435
2608,3,1,8,8,8644773
1438,4,4,29,2,4380233
3951,5,3,5,2,12406615
1209,1,1,28,2,3652446
1306,5,2,19,3,4294045
1963,2,3,26,6,6474610
3890,3,2,10,1,12017192
1825,2,1,6,2,5602972
3915,3,2,17,2,12153238
510,5,4,3,1,2090383
1585,4,4,4,3,5302763
2368,4,2,3,7,8069329
2773,3,4,3,1,8702088
3724,4,1,26,7,11600811
